 ,Area,Mean,Min,Max
2172,94,785.457,624,998
2173,20,705.700,626,776
2174,8,759.000,728,781
2175,34,763.941,677,842
2176,50,755.840,637,891
2177,15,758.733,694,817
2178,173,817.827,610,1076
2179,142,797.366,554,1294
2180,7,734.714,704,766
2181,118,779.669,578,999
2182,303,779.947,515,1240
2183,135,712.044,621,810
2184,120,908.883,612,1533
2185,131,778.046,580,1055
2186,11,697.909,666,717
2187,42,778.286,668,886
2188,92,752.522,628,923
2189,396,851.346,526,1605
2190,8,751.750,702,880
2191,3,734.333,730,741
2192,52,782.596,626,948
2193,37,800.486,680,924
2194,45,736.111,624,840
2195,235,759.540,552,1019
2196,394,804.563,534,1577
2197,14,766.000,722,814
2198,16,757.000,705,810
2199,244,823.160,549,1296
2200,110,817.600,577,1102
2201,66,816.530,576,1047
2202,39,794.282,690,899
2203,842,818.581,538,1253
2204,64,959.266,598,1741
2205,18,776.056,686,836
2206,41,795.000,695,890
2207,76,762.039,635,928
2208,18,814.222,719,927
2209,451,794.047,552,1480
2210,46,824.261,600,1145
2211,23,710.870,651,764
2212,88,837.170,557,1095
2213,15,888.933,771,1119
2214,311,788.592,538,1314
2215,48,910.917,488,1520
2216,88,792.057,550,1052
2217,4,721.000,713,730
2218,40,747.375,629,843
2219,167,870.802,513,1405
2220,11,763.727,706,840
2221,33,784.485,589,1150
2222,61,762.148,690,839
2223,20,826.600,727,940
2224,175,781.851,598,934
2225,64,779.188,622,966
2226,11,716.909,685,757
2227,107,722.561,634,858
2228,21,705.524,673,736
2229,55,774.855,588,1127
2230,223,800.422,598,1183
2231,14,755.429,715,788
2232,76,774.263,654,890
2233,43,908.930,575,1266
2234,17,735.882,674,830
2235,97,834.577,550,1037
2236,17,945.588,780,1087
2237,400,775.090,542,1339
2238,9,829.556,782,881
2239,3,758.333,746,768
2240,582,796.737,511,1383
2241,45,731.667,649,811
2242,55,800.145,604,1011
2243,138,827.862,575,1131
2244,140,858.464,571,1241
2245,120,831.442,559,1172
2246,85,1027.071,498,1969
2247,199,859.367,567,1341
2248,103,963.913,593,1450
2249,22,699.636,660,743
2250,1,715.000,715,715
2251,13,762.077,695,845
2252,94,724.457,582,869
2253,29,734.241,675,797
2254,1,693.000,693,693
2255,13,766.769,722,815
2256,177,858.260,532,1166
2257,134,806.918,571,1217
2258,41,796.098,557,934
2259,2,745.000,731,759
2260,46,797.261,652,968
2261,5,773.800,741,787
2262,24,748.542,685,798
2263,52,797.212,654,939
2264,1,776.000,776,776
2265,108,810.611,533,1221
2266,196,784.791,545,1125
2267,7,723.000,701,770
2268,33,776.939,693,896
2269,39,789.846,653,1035
2270,138,855.609,599,1103
2271,164,792.512,566,1092
2272,674,827.791,549,1235
2273,44,799.159,577,1152
2274,56,764.321,577,941
2275,46,736.087,678,786
2276,446,830.457,521,1520
2277,9,756.889,697,822
2278,242,819.521,561,1152
2279,59,824.712,621,1075
2280,27,778.111,673,960
2281,227,837.449,602,1307
2282,96,777.740,567,1074
2283,101,800.257,531,1093
2284,24,807.417,742,880
2285,43,759.116,585,863
2286,2,753.000,733,773
2287,384,856.542,556,1243
2288,101,778.366,594,969
2289,17,776.882,719,850
2290,63,771.984,612,928
2291,85,792.282,594,961
2292,45,779.400,595,941
2293,8,785.750,753,809
2294,42,763.024,512,1128
2295,55,751.964,671,816
2296,76,782.289,572,938
2297,100,802.700,613,1197
2298,265,1019.374,498,1834
2299,222,748.117,524,1133
2300,59,956.763,714,1383
2301,22,784.682,731,828
2302,146,840.137,557,1330
2303,69,726.188,657,802
2304,32,871.250,625,1185
2305,184,804.717,580,1148
2306,9,746.111,660,822
2307,61,754.131,645,896
2308,141,738.972,568,968
2309,102,798.324,545,1090
2310,29,743.931,702,796
2311,157,816.854,556,1092
2312,55,764.582,644,904
2313,4,735.500,722,757
2314,111,878.892,598,1265
2315,114,909.342,558,1387
2316,164,790.329,568,1120
2317,102,810.127,564,1037
2318,37,749.135,624,1016
2319,331,816.166,555,1264
2320,47,869.149,568,1202
2321,24,848.333,679,1100
2322,159,817.535,577,1136
2323,616,793.870,538,1267
2324,125,770.792,653,906
2325,2,766.000,753,779
2326,12,752.000,717,809
2327,8,708.000,664,757
2328,79,803.405,598,1061
2329,332,747.524,583,1074
2330,40,795.375,655,886
2331,7,767.429,727,828
2332,59,829.729,664,970
2333,136,815.426,556,1001
2334,183,943.995,555,1396
2335,105,805.229,605,1053
2336,37,724.973,666,794
2337,4,748.750,709,777
2338,29,807.207,672,920
2339,35,779.286,679,863
2340,16,946.812,663,1152
2341,11,722.909,675,752
2342,39,761.308,639,878
2343,185,809.941,570,1147
2344,54,774.500,624,936
2345,83,798.253,594,978
2346,78,785.064,625,1049
2347,77,827.831,624,1110
2348,171,916.287,545,1652
2349,43,976.628,516,1648
2350,89,875.697,617,1095
2351,106,1014.406,541,1539
2352,69,763.420,624,859
2353,100,807.010,553,1316
2354,15,893.933,684,1131
2355,17,784.000,721,818
2356,308,808.419,552,1293
2357,54,799.222,660,951
2358,10,748.800,697,790
2359,73,795.836,575,982
2360,23,915.913,567,1178
2361,53,766.698,596,929
2362,71,771.732,621,979
2363,75,809.853,582,1037
2364,549,799.758,568,1207
2365,91,803.055,556,1186
2366,93,793.065,569,1152
2367,171,891.211,523,1397
2368,68,731.985,688,799
2369,149,799.121,560,1082
2370,75,826.107,542,2125
2371,97,850.598,500,1237
2372,55,768.400,604,928
2373,149,839.483,565,1181
2374,3,720.333,696,747
2375,238,767.845,525,1087
2376,13,775.308,702,832
2377,201,756.299,559,1084
2378,121,965.736,513,1932
2379,15,801.933,751,857
2380,54,762.574,651,886
2381,8,782.750,763,800
2382,316,843.294,594,1356
2383,26,838.538,674,1064
2384,49,776.347,624,1098
2385,123,1025.016,423,1709
2386,165,858.218,536,1264
2387,58,810.948,684,940
2388,133,812.256,564,1069
2389,79,760.722,646,868
2390,181,808.077,514,1165
2391,333,801.925,524,1196
2392,3,703.333,693,720
2393,299,849.043,542,1298
2394,23,726.478,660,783
2395,210,859.657,586,1286
2396,25,762.040,690,825
2397,73,735.630,611,884
2398,318,1050.255,525,1947
2399,9,901.333,749,990
2400,4,743.500,724,771
2401,93,895.796,589,1215
2402,2,751.000,744,758
2403,5,754.200,730,767
2404,47,870.191,652,1302
2405,100,834.010,548,1141
2406,65,788.892,606,952
2407,71,742.225,604,837
2408,13,762.154,699,801
2409,71,821.915,622,982
2410,109,789.165,590,1024
2411,119,823.992,624,1016
2412,15,742.400,650,826
2413,168,812.429,531,1194
2414,18,762.556,688,858
2415,10,885.700,743,1022
2416,109,779.615,624,973
2417,13,775.000,736,814
2418,127,869.528,557,1173
2419,29,774.552,630,923
2420,82,811.744,587,1026
2421,50,770.480,668,847
2422,24,750.250,693,797
2423,35,796.029,679,904
2424,81,752.765,548,926
2425,43,720.791,591,882
2426,105,914.610,598,1549
2427,112,874.946,574,1272
2428,116,790.879,561,1131
2429,21,754.571,668,817
2430,117,863.538,534,1202
2431,61,809.689,615,1014
2432,112,844.920,509,1498
2433,19,749.632,668,824
2434,33,830.727,710,917
